numColumn,threshold,seed,auc
1024,1,19846,0.982109
1024,1,17723,0.982550
1024,1,4690,0.982686
1024,1,18200,0.982686
1024,1,27281,0.982686
1024,1,14584,0.982686
1024,1,26813,0.982660
1024,1,30772,0.982686
1024,1,24170,0.982685
1024,1,23338,0.982685
1024,1,20272,0.982686
1024,1,2813,0.982686
1024,1,19434,0.982550
1024,1,14421,0.978923
1024,1,244,0.982660
1024,1,27431,0.982550
1024,1,22348,0.982550
1024,1,28117,0.982660
1024,1,18367,0.981957
1024,1,5663,0.981957
1024,1,14481,0.982109
1024,10,19846,0.982106
1024,10,17723,0.982548
1024,10,4690,0.982684
1024,10,18200,0.982684
1024,10,27281,0.982684
1024,10,14584,0.982683
1024,10,26813,0.982658
1024,10,30772,0.982683
1024,10,24170,0.982683
1024,10,23338,0.982683
1024,10,20272,0.982684
1024,10,2813,0.982684
1024,10,19434,0.982548
1024,10,14421,0.978913
1024,10,244,0.982658
1024,10,27431,0.982548
1024,10,22348,0.982548
1024,10,28117,0.982658
1024,10,18367,0.981954
1024,10,5663,0.981954
1024,10,14481,0.982107
1024,100,19846,0.982118
1024,100,17723,0.982532
1024,100,4690,0.982668
1024,100,18200,0.982668
1024,100,27281,0.982668
1024,100,14584,0.982667
1024,100,26813,0.982642
1024,100,30772,0.982667
1024,100,24170,0.982667
1024,100,23338,0.982667
1024,100,20272,0.982668
1024,100,2813,0.982668
1024,100,19434,0.982532
1024,100,14421,0.978943
1024,100,244,0.982642
1024,100,27431,0.982532
1024,100,22348,0.982532
1024,100,28117,0.982642
1024,100,18367,0.981965
1024,100,5663,0.981965
1024,100,14481,0.982118
1024,1000,19846,0.981627
1024,1000,17723,0.981926
1024,1000,4690,0.982064
1024,1000,18200,0.982064
1024,1000,27281,0.982064
1024,1000,14584,0.982063
1024,1000,26813,0.982030
1024,1000,30772,0.982063
1024,1000,24170,0.982063
1024,1000,23338,0.982063
1024,1000,20272,0.982064
1024,1000,2813,0.982064
1024,1000,19434,0.981926
1024,1000,14421,0.977119
1024,1000,244,0.982030
1024,1000,27431,0.981926
1024,1000,22348,0.981926
1024,1000,28117,0.982030
1024,1000,18367,0.981480
1024,1000,5663,0.981480
1024,1000,14481,0.981627
1024,10000,19846,0.979199
1024,10000,17723,0.983743
1024,10000,4690,0.984082
1024,10000,18200,0.984082
1024,10000,27281,0.984082
1024,10000,14584,0.984081
1024,10000,26813,0.984081
1024,10000,30772,0.984081
1024,10000,24170,0.984081
1024,10000,23338,0.984081
1024,10000,20272,0.984082
1024,10000,2813,0.984082
1024,10000,19434,0.983743
1024,10000,14421,0.958310
1024,10000,244,0.984081
1024,10000,27431,0.983743
1024,10000,22348,0.983743
1024,10000,28117,0.984081
1024,10000,18367,0.978526
1024,10000,5663,0.978526
1024,10000,14481,0.979199
1024,100000,19846,0.984530
1024,100000,17723,0.985461
1024,100000,4690,0.985461
1024,100000,18200,0.985461
1024,100000,27281,0.985461
1024,100000,14584,0.985875
1024,100000,26813,0.985869
1024,100000,30772,0.985875
1024,100000,24170,0.985873
1024,100000,23338,0.985873
1024,100000,20272,0.985461
1024,100000,2813,0.985461
1024,100000,19434,0.985461
1024,100000,14421,0.983517
1024,100000,244,0.985869
1024,100000,27431,0.985461
1024,100000,22348,0.985461
1024,100000,28117,0.985869
1024,100000,18367,0.984521
1024,100000,5663,0.984521
1024,100000,14481,0.985098
1024,1e+06,19846,0.924337
1024,1e+06,17723,0.914295
1024,1e+06,4690,0.914295
1024,1e+06,18200,0.914295
1024,1e+06,27281,0.914295
1024,1e+06,14584,0.914295
1024,1e+06,26813,0.914295
1024,1e+06,30772,0.914295
1024,1e+06,24170,0.914295
1024,1e+06,23338,0.914295
1024,1e+06,20272,0.914295
1024,1e+06,2813,0.914295
1024,1e+06,19434,0.914295
1024,1e+06,14421,0.939038
1024,1e+06,244,0.914295
1024,1e+06,27431,0.914295
1024,1e+06,22348,0.914295
1024,1e+06,28117,0.914295
1024,1e+06,18367,0.924337
1024,1e+06,5663,0.924337
1024,1e+06,14481,0.924337
1024,1e+07,19846,0.924352
1024,1e+07,17723,0.910602
1024,1e+07,4690,0.910602
1024,1e+07,18200,0.910602
1024,1e+07,27281,0.910602
1024,1e+07,14584,0.910602
1024,1e+07,26813,0.910602
1024,1e+07,30772,0.910602
1024,1e+07,24170,0.910602
1024,1e+07,23338,0.910602
1024,1e+07,20272,0.910602
1024,1e+07,2813,0.910602
1024,1e+07,19434,0.910602
1024,1e+07,14421,0.939066
1024,1e+07,244,0.910602
1024,1e+07,27431,0.910602
1024,1e+07,22348,0.910602
1024,1e+07,28117,0.910602
1024,1e+07,18367,0.924352
1024,1e+07,5663,0.924352
1024,1e+07,14481,0.924352
