numColumn,threshold,seed,auc
1024,1,8369,0.922971
1024,10,8369,0.922851
1024,100,8369,0.922585
1024,1000,8369,0.922226
1024,10000,8369,0.930692
1024,100000,8369,0.917300
1024,1e+06,8369,0.922772
1024,1e+07,8369,0.918849
